mal_id,title,title_english,title_japanese,type,chapters,volumes,status,publishing,published_from,published_to,score,scored_by,rank,popularity,members,favorites,authors,serializations,genres,themes,demographics,synopsis,image_url
3515,Honeymoon Salad,,ハネムーンサラダ,Manga,41.0,5.0,Finished,False,1999-10-08,2001-12-28,7.09,2714.0,8303.0,4386,5801,47,"Ninomiya, Hikaru",Young Animal,Drama|Romance|Slice of Life,,Seinen,"His ex-workers keep calling for help; his memory of his first love is traumatic to say the least, he hates his father so much that he'll never go back home, a stranger blames him for pushing her down the stairs... no wonder being pissed is a daily routine for Natsukawa Minori. Then enters one, no two women in his life that will make him too busy to be pissed.",https://myanimelist.net/images/manga/2/172157.jpg
473,Peace Maker Kurogane,Peacemaker Kurogane,PEACE MAKER 鐵,Manga,,,Publishing,True,2002-02-28,,7.71,1551.0,1935.0,4388,5799,126,"Chrono, Nanae",Comic Blade,Action,Historical|Samurai,Shounen,"The sword-slashing sequel to Peace Maker is here! Three months have passed since the Ikedaya Incident that crushed the anti-shogunate rebellion—and propelled the Shinsengumi, Kyoto's now-official police, into history as Kyoto's premium peacekeeping force. But there is no rest for the peaceful: An unexpected threat to the Shinsengumi arises, and it's going to take more than mere swords to defeat this new terror on the horizon.

(Source: Tokyopop)",https://myanimelist.net/images/manga/2/183478.jpg
4650,XBlade,,クロスブレイド,Manga,49.0,12.0,Finished,False,2006-11-25,2010-12-25,7.19,2268.0,6834.0,4388,5799,31,"Shiki, Satoshi|Ida, Tatsuhiko",Shounen Sirius,Action|Fantasy|Supernatural,Mythology,Shounen,"Four years ago, a large scale disaster in Tokyo claimed two million lives. The remaining thirteen districts of the city were isolated into the Tokyo Barricade Zone. Morisaki Harumi, an unruly kid with great fighting strength, is his family's sole survivor from the incident.

One day, in a traffic accident, Haru gets pulled into a world of violence and meets Mana, the girl who turned herself into an ancient sword.

(Source: Mangaupdates)",https://myanimelist.net/images/manga/2/52625.jpg
95964,Kekkai Sensen: Back 2 Back,,血界戦線 Back 2 Back,Manga,32.0,10.0,Finished,False,2015-07-17,2022-04-28,8.1,1003.0,702.0,4389,5799,39,"Nightow, Yasuhiro",Jump SQ.Rise,Action|Fantasy,Super Power|Urban Fantasy|Vampire,Shounen,"Kekkai Sensen centers around the crime-fighting organization ""Libra"" and their battles in Hellsalem's Lot, formerly known as New York City. Hellsalem's Lot was created in a single night when a portal to the ""Beyond"" opened, and now it is a paranormal melting pot of monsters, magic, and the everyday mundane city life. It's up to Libra to prevent the horrors of this city from spreading to the outside world.

When mild-mannered Leonard Watch arrives in the city, he's inducted into Libra and things spiral out of control from there.

(Source: Wikipedia)",https://myanimelist.net/images/manga/3/171019.jpg
128747,Goukaku no Tame no! Yasashii Sankaku Kankei Nyuumon,An Introduction to Easy Triangle Relationships.,合格のための！やさしい三角関係入門,Manga,12.0,2.0,Finished,False,2020-01-27,2021-01-27,7.33,2677.0,5035.0,4390,5797,60,Canno,Dengeki Daioh,Girls Love|Slice of Life,,Seinen,"Mayuki Yukshita is determined to go to the same high school as her crush Akira Hanamaki. Though Mayuki has fallen for Akira's intelligence and natural talent, the two are separated when Akira graduates and enrolls at Ootomo High. With her terrible grades, Mayuki stands no chance of passing Ootomo High's difficult entrance exams. Following Akira seems impossible.

Upon seeing her determination to get into the school, Mayuki's mother hires Rin Mochizuki to be her tutor. Though their sessions start off normally, their dynamic changes when Rin discovers the true reason Mayuki wants to go to Ootomo. As their tutoring sessions become more intimate, Rin's heart starts to yearn for the girl she was hired to support. At the same time, Akira—who happens to be Rin's best friend—notices the change, and she develops an intense jealousy as Rin grows closer to Mayuki. No amount of tutoring can prepare Mayuki for this.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/3/234275.jpg
137,R.O.D: Read or Die,Read or Die,R.O.D -READ OR DIE-,Manga,30.0,4.0,Finished,False,1999-12-18,2002-05-18,7.0,1904.0,9742.0,4391,5796,78,"Kurata, Hideyuki|Yamada, Shutarou",Ultra Jump,Action|Comedy|Mystery,Adult Cast|Super Power,Seinen,"Yomiko Readman's love for literature goes far beyond any run-of-the-mill bookworm's! In fact, she has a supernatural ability to manipulate paper in the most amazing ways. From turning a tiny scrap into a lethal throwing dagger to making a single sheet hard enough to block bullets, she's only limited by her imagination. She uses her phenomenal power to seek out legendary books containing secret information that, in the wrong hands, could be dangerous. Backed by a Special Operations Division in England, Yomiko has her hands full battling evildoers, saving the world, and trying to find time to curl up with a good book.

(Source: VIZ Media)",https://myanimelist.net/images/manga/3/266047.jpg
15818,Yuuutsu na Asa,Blue Morning,憂鬱な朝,Manga,46.0,8.0,Finished,False,2007-11-22,2018-09-22,8.02,1925.0,,4392,5795,149,"Hidaka, Shoko",Chara Selection,Boys Love|Erotica,Historical,,"At only ten years of age, Akihito Kuze suddenly inherits the Kuze viscountship after his father's death. The family's capable butler, Tomoyuki Katsuragi, takes over the task of raising the boy, serving as his tutor. However, the handsome and intelligent Katsuragi, well respected even among the aristocracy, remains cool toward his charge. Akihito finds himself relentlessly drawn to Katsuragi, frustrated by the distance between them and driven to discover the reasons why.

(Source: SuBLime)",https://myanimelist.net/images/manga/3/266667.jpg
23898,Tokyo Ravens,,東京レイヴンズ,Light Novel,,,Publishing,True,2010-05-25,,7.84,951.0,1428.0,4393,5792,70,"Azano, Kouhei|Sumihei",Dragon Magazine,Action|Fantasy,School|Urban Fantasy,,"Tsuchimikado Harutora was born into a prestigious Onmyoji family, but he can't see ""spirit energy."" Therefore, he's been enjoying a peaceful daily life with his friends at an Onmyo branch school. One day, his childhood friend Tsuchimikado Natsume, heir to the head family, suddenly appears. Will this cause his destiny spring into motion!?

(Source: MyPersonal-scan-)",https://myanimelist.net/images/manga/1/150362.jpg
63029,Hundred,,ハンドレッド,Manga,12.0,2.0,Finished,False,2013-11-09,2014-12-09,6.58,2399.0,16864.0,4394,5792,17,"SASAYUKi|Misaki, Jun",Dragon Age,Action|Romance|Sci-Fi|Ecchi,Harem|Mecha|School,Shounen,"When an extraterrestrial organism known as ""Savage"" attacks mankind, the only technology capable of combating the enemy is a weapon known as ""Hundred."" A survivor of a Savage attack, Hayato Kisaragi is a teenager boasting the highest compatibility level with the aforementioned technology and as a result, is invited to master his skills at Little Garden, a prestigious military academy aboard a battleship.

Over the course of his intense training for the battle ahead, he immediately attracts the interest of multiple female peers and gets drawn into a number of incidents as he tries to fight against the creatures that now inhabit Earth and threaten its safety.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/2/161929.jpg
5095,Akanai Tobira,The Door to the Closed Mind,あかないとびら,Manga,5.0,1.0,Finished,False,2007-06-27,,7.22,3138.0,,4395,5790,12,"Suzuki, Tsuta",Reijin,Boys Love|Erotica,,,"1-2. The Door to the Closed Mind
3. The Ugly Duckling and the Prince
4. The Prince's Sweetheart
5. It's Lonely When You're Cold",https://myanimelist.net/images/manga/1/81906.jpg
188079,WITCHRIV,WITCHRIV,WITCHRIV,Manga,,,Publishing,True,2025-10-23,,7.6,1344.0,2638.0,4395,5792,32,Hakuri,Shounen Jump+,Action|Fantasy,,Shounen,"A girl named Nona lives in plain sight among humans, hiding her true identity as a mage as she spends her days in peace with her best friend Lovi. But one day, Nona uses magic to fix Lovi's glasses and subsequently catches the attention of the Bureau of Magic Surveillance. A simple good deed becomes the trigger that sets Nona's destiny in motion...

(Source: MANGA Plus)",https://myanimelist.net/images/manga/2/339765.jpg
71363,Chikyuu no Houkago,,地球の放課後,Manga,36.0,6.0,Finished,False,2009-03-19,2012-05-19,7.18,1979.0,7012.0,4397,5789,54,"Yoshitomi, Akihito",Champion RED,Mystery|Sci-Fi|Slice of Life|Ecchi,,Seinen,"Most of humanity has been wiped out by mysterious dark monsters known only as ""Phantoms."" Four survivors, who may well be the last of the human race, have found one another and are sharing a quiet, peaceful existence. These survivors are a kind, dependable teenage boy called Masashi, two teenage girls, shyer Sanae and bolder Yaeko, and a little girl called Anna. They feel as though they're just living in a perpetual ""after school"" state, waiting for the rest of the human race to come home. As they pass their days together, they begin to see some strange things and find that the monsters have not yet left the Earth. Will they discover what really happened to their planet?

(Source: MangaHelpers)",https://myanimelist.net/images/manga/3/188829.jpg
48479,Aiki-S,,愛気-S,Manga,61.0,9.0,Finished,False,2013-01-19,2018-01-16,6.98,2081.0,10148.0,4397,5789,19,ISUTOSHI,Young King OURs GH,Action|Adventure|Comedy|Ecchi,Martial Arts,Seinen,"""Aaah, A peaceful life is boring.""

After the final battle in the first series, Joukyuu has been staying quiet in Japan teaching martial arts. Even with Veronica and Kageyasu close by, it's so boring. Then suddenly a chef (who happens to be a karate master) offers him a quick trip too the US to mess with their gangs, in return for great Japanese food, he jumps at the chance. Dragging both girls with him, along with Bull for good measure, he arrives in America like a typhoon. Will they survive their trip?

(Source: Batoto)",https://myanimelist.net/images/manga/1/205666.jpg
4421,C.A.T.,,密殺戰群,Manhua,18.0,2.0,Finished,False,2003-08-01,2008-04-01,7.07,1737.0,8631.0,4398,5788,50,"Pang, Fung Chin",,Action|Sci-Fi,,Seinen,"The third World War is nearing. Each super power country is going through a communications war to prepare for it, a war to obtain the top profiles' information of enemy countries using the Russian's secret weapon BEAR, China's Hao Long, and the United State's Confidential Assassination Troop, a.k.a. CAT.

(Source: Wikipedia)",https://myanimelist.net/images/manga/1/54565.jpg
93354,Aoba-kun ni Kikitai Koto,Aoba-kun's Confessions,青葉くんに聞きたいこと,Manga,32.0,8.0,Finished,False,2015-11-02,2018-06-01,6.76,1565.0,13899.0,4399,5783,14,"Tooyama, Ema",Nakayoshi,Romance,,Shoujo,"Mayo is a high school loner who has issues with communication. She starts a peculiar job at a ""Listening House,"" where she silently listens to people's problems. But her first client is Aoba-kun, the star of the basketball team who is seemingly perfect! Could Aoba-kun and his complicated situation be too much for Mayo to handle?! So begins the secret relationship between the girl who lacks communication skills and the guy who seems to have it all.

(Source: Kodansha Comics USA)",https://myanimelist.net/images/manga/2/177744.jpg
15343,Mama wa Doukyuusei,,ママは同級生,Manga,40.0,4.0,Finished,False,2007-12-25,2011-06-28,6.56,3094.0,17193.0,4399,5787,16,"Azuma, Yuki",Young Champion,Romance|Ecchi,School,Seinen,"Kisaragi Ryou lost his mother at a young age and with his father away from home most of the time, he is left living at home alone often. One morning, he discovers a naked women in his house. Without being able to assess the situation, he heads off to school. Later that evening, his father comes home to introduce him to the girl he plans to remarry and this girl turns out to be his classmate.",https://myanimelist.net/images/manga/3/53873.jpg
